Year,DOY,Temperature,RelativeHumidity,Precipitation
2020,39,12.1,45.2,0
2020,40,15,41.2,0
2020,41,14.3,66,2.79
2020,42,11.1,68.6,14.22
2020,43,10,63.2,0
2020,44,10.9,59.7,0
2020,45,12.6,55.3,0
2020,46,12.7,55.4,0
2020,47,13.5,49.9,0
2020,48,14.4,49.6,0
2020,49,15.5,50.3,0
2020,50,16,47.5,0
2020,51,16.6,43.2,0
2020,52,18.9,39.5,0
2020,53,16,71.8,25.15
2020,54,13.4,61.3,0
2020,55,14.1,65.6,0
2020,56,14.6,20.6,0
2020,57,12.2,23.4,0
2020,58,13.8,41.8,0
2020,59,15.6,45,0
2020,60,16.6,43.1,0
2020,61,16.5,37.1,0
2020,62,14.2,47.5,0
2020,63,15.9,46.2,0
2020,64,15.4,54.6,0
2020,65,18.3,46.2,0
2020,66,21.2,30.5,0
2020,67,20.7,32.7,0
2020,68,18.1,38.3,0
2020,69,17.7,46.6,0
2020,70,18.6,62.1,6.6
2020,71,17.1,95.1,17.27
2020,72,17.8,88.8,25.91
2020,73,13.2,85.6,17.27
2020,74,14.9,71.4,0.25
2020,75,16.8,63.7,0
2020,76,17.7,57.7,0
2020,77,17.2,55.8,0
2020,78,13.4,70.3,7.11
2020,79,12.7,60,0
2020,80,14.5,52.8,0
2020,81,16.1,50.6,0
2020,82,16.5,49.2,0
2020,83,17.7,50.5,0
2020,84,17.2,48,0
2020,85,17.6,44.5,0
2020,86,16.3,37.2,0
2020,87,13.1,34.4,0
2020,88,13.6,39,0
2020,89,16.8,34.4,0
2020,90,17,37,0
2020,91,18.9,42.4,0
2020,92,20.8,39,0
2020,93,20.5,31.5,0
2020,94,19.8,37.2,0
2020,95,20.5,32.6,0
2020,96,20.6,29,0
2020,97,19.7,30.5,0
2020,98,20.1,32.8,0
2020,99,18.4,45.5,0.25
2020,100,15.6,46.9,0
2020,101,17.1,38.7,0
2020,102,16.2,50.2,0.76
2020,103,17.4,52,0
2020,104,19.1,46.6,0
2020,105,19,39,0
2020,106,18.6,28.7,0
2020,107,19.9,28.2,0
2020,108,21.4,24.2,0
2020,109,19,30.9,0
2020,110,20,38.6,0
2020,111,22.5,30.7,0
2020,112,21.1,37.5,0
2020,113,23.2,37.4,0
2020,114,25.9,26.5,0
2020,115,27.2,26.2,0
2020,116,27,25.7,0
2020,117,28.2,24.6,0
2020,118,28.4,23.8,0
2020,119,27.7,23.9,0
2020,120,28.8,27.2,0
2020,121,29.5,25.5,0
2020,122,29,20.2,0
2020,123,28.3,20.7,0
2020,124,27.6,22.2,0
2020,125,27.6,23.9,0
2020,126,28.3,24.1,0
2020,127,29,25.3,0
2020,128,30,21.2,0
2020,129,30.1,20.8,0
2020,130,30.2,28.5,0
2020,131,29.7,31.3,0
2020,132,29.5,27.7,0
2020,133,27.5,20.6,0
2020,134,25.2,27.7,0
2020,135,25.5,28.2,0
2020,136,26.4,29,0
2020,137,28.2,25.9,0
2020,138,29.1,21.3,0
2020,139,28,24.6,0
2020,140,24.8,21.9,0
2020,141,22.4,21.1,0
2020,142,23.5,23.1,0
2020,143,26,20.3,0
2020,144,26.4,20.2,0
2020,145,26.9,18,0
2020,146,27.3,18.1,0
2020,147,28.5,22.8,0
2020,148,31.5,19.7,0
2020,149,33.8,16.2,0
2020,150,33.6,21.9,0
2020,151,33.8,24.6,0
2020,152,32.7,23.7,0
2020,153,32.1,22.2,0
2020,154,34.3,20.8,0
2020,155,34.8,21.1,0
2020,156,35,21.9,0
2020,157,33,18.7,0
2020,158,27,35.7,0
2020,159,28,24,0
2020,160,26.3,13.1,0
2020,161,26,15.1,0
2020,162,28,25.2,0
2020,163,30.8,24,0
2020,164,32.5,19.9,0
2020,165,31.6,14.4,0
2020,166,30,16.7,0
2020,167,30.9,19,0
2020,168,30.5,20.9,0
2020,169,30.4,19.9,0
2020,170,30.5,19,0
2020,171,29.8,21.4,0
2020,172,31.2,20.8,0
2020,173,32.3,21,0
2020,174,33.2,17.6,0
2020,175,33,17.8,0
2020,176,32.7,23.1,0
2020,177,33,19.9,0
2020,178,32.8,20.2,0
2020,179,33,23.1,0
2020,180,31.9,20.5,0
2020,181,30.1,21.6,0
2020,182,29.2,25.1,0
2020,183,30.5,21.8,0
2020,184,31.8,26,0
2020,185,32.7,38.7,0
2020,186,34.4,31,0
2020,187,35.2,23,0
2020,188,34.2,20.5,0
2020,189,34,23.8,0
2020,190,36.1,23.5,0
2020,191,35.8,21.6,0
2020,192,36.5,23.1,0
2020,193,37.7,23.2,0
2020,194,38,26.1,0
2020,195,37.7,23.6,0
2020,196,36,27.1,0
2020,197,35.1,27.2,0
2020,198,35.2,26.1,0
2020,199,34.4,26.4,0
2020,200,36.3,20.1,0
2020,201,36.2,20.6,0
2020,202,33.2,22.4,0
2020,203,35.2,22.5,0
2020,204,34.5,33.4,0
2020,205,32.2,40.9,0
2020,206,31,47,0
2020,207,32.4,38.5,0
2020,208,34.6,30.1,0
2020,209,35.1,30.7,0
2020,210,36.6,28.4,0
2020,211,37.5,18.2,0
2020,212,37.5,22.1,0
2020,213,38.4,21.8,0
2020,214,37,33.8,0
2020,215,35.6,33,0
2020,216,35.8,31.5,0
2020,217,35,27.6,0
2020,218,35,25.9,0
2020,219,32.7,22.8,0
2020,220,33.2,27.9,0
2020,221,35.3,21.7,0
2020,222,33.5,23.4,0
2020,223,34.5,21.5,0
2020,224,34.7,29.5,0
2020,225,35.2,33.8,0
2020,226,35.7,33.1,0
2020,227,37.1,27.2,0
2020,228,37.6,27.3,0
2020,229,36.7,29.6,0
2020,230,36.5,26.2,0
2020,231,36.7,25.2,0
2020,232,37.1,27.3,0
2020,233,35.6,33.5,0
2020,234,32.2,44.7,0
2020,235,34.3,41,0
2020,236,34.8,38.8,0
2020,237,36.6,30.7,0
2020,238,35.9,30.9,0
2020,239,34.7,33.7,0
2020,240,35.6,32.5,0
2020,241,35.3,30.9,0
2020,242,33.5,40.4,0
2020,243,29.4,54.5,0
2020,244,30.3,49.3,0
2020,245,32.8,39.2,0
2020,246,32.7,42.9,0
2020,247,33.6,38,0
2020,248,34.6,30,0
2020,249,35.8,23.1,0
2020,250,34.4,28,0
2020,251,33.9,30.2,0
2020,252,30.9,33.3,0
2020,253,25.1,20.9,0
2020,254,25.1,25.4,0
2020,255,24.4,39.8,0
2020,256,26.1,38.5,0
2020,257,27.9,38,0
2020,258,30.7,26.5,0
2020,259,30.7,30.1,0
2020,260,30.3,29.7,0
2020,261,30.8,24.9,0
2020,262,31.2,23.1,0
2020,263,31.1,26.3,0
2020,264,30.2,29.8,0
2020,265,30.1,32,0
2020,266,31,32.1,0
2020,267,30.6,32,0
2020,268,30.7,27.6,0
2020,269,29.9,29.8,0
2020,270,29.9,26.5,0
2020,271,28.4,29.7,0
2020,272,28.1,29.6,0
2020,273,28.8,26.2,0
2020,274,28.3,30,0
2020,275,28.5,27.7,0
2020,276,28.8,26.3,0
2020,277,27.2,26.9,0
2020,278,26.6,27,0
2020,279,27.4,26.8,0
2020,280,27,28.6,0
2020,281,26.5,28.6,0
2020,282,27.1,25.5,0
2020,283,26.8,26.2,0
2020,284,25.7,29.6,0
2020,285,24.5,35.9,0
2020,286,25,35.9,0
2020,287,25.4,32.4,0
2020,288,25.5,29.4,0
2020,289,25.5,29.4,0
2020,290,26.8,26.8,0
2020,291,24.3,28.1,0
2020,292,23.6,28.6,0
2020,293,24.3,27.4,0
2020,294,23.9,31.2,0
2020,295,24,30.8,0
2020,296,24,33.1,0
2020,297,24.9,40.7,0
2020,298,22.6,46.1,0
2020,299,22.9,46.8,0
2020,300,16.2,24.5,0
2020,301,13.1,25,0
2020,302,13,41.4,0
2020,303,17.2,40.7,0
2020,304,19.4,39.5,0
2020,305,19.3,42.5,0
2020,306,24.5,32.9,0
2020,307,24.9,27.1,0
2020,308,23.2,31.6,0
2020,309,22.3,40.1,0
2020,310,23.5,38.5,0
2020,311,25.4,24.1,0
2020,312,21.2,32.1,0
2020,313,14.2,45.5,0
2020,314,11.4,50.2,0
2020,315,10.8,45.8,0
2020,316,11.2,44.4,0
2020,317,12.4,42.3,0
2020,318,13.9,42.9,0
2020,319,14.2,38.8,0
2020,320,15.2,40.2,0
2020,321,18.1,37,0
2020,322,19.4,35.7,0
2020,323,20.5,33.1,0
2020,324,19.1,42.4,0
2020,325,19.3,43.7,0
2020,326,19.4,47.7,0
2020,327,18.7,50.1,0
2020,328,18.2,41.3,0
2020,329,14.5,32.1,0
2020,330,12.1,39.3,0
2020,331,12.6,35.8,0
2020,332,10.7,38.6,0
2020,333,11,50.9,0
2020,334,11.7,45.9,0
2020,335,14.2,30.9,0
2020,336,11.2,42.3,0
2020,337,11.9,33.8,0
2020,338,12.1,23.2,0
2020,339,8.9,36.1,0
2020,340,10.1,35.8,0
2020,341,10.6,39,0
2020,342,14.6,29.4,0
2020,343,17.4,20.5,0
2020,344,15.7,32.8,0
2020,345,12.1,84.8,16.51
2020,346,11.6,81,0.25
2020,347,11.9,62.9,0
2020,348,9,31.9,0
2020,349,9.4,43.1,0
2020,350,8.3,48.9,0
2020,351,7.9,50.3,0
2020,352,8.4,50.6,0
2020,353,8.2,59.1,0
2020,354,9,56.2,0
2020,355,9.3,52.7,0
2020,356,11.6,49.7,0
2020,357,10.9,43.8,0
2020,358,10.6,36.7,0
2020,359,8.5,25.2,0
2020,360,11.5,31.5,0
2020,361,10.7,39.4,0
2020,362,12.4,41.2,0
2020,363,13,43.5,0
2020,364,9.1,56.6,0
2020,365,10,30.9,0
2020,366,8.1,35.3,0
2019,1,5.6,69.6,0.25
2019,2,3.6,49.3,0
2019,3,4.6,58.8,0
2019,4,7.8,55.3,0
2019,5,11.4,53.8,1.78
2019,6,9.9,88.4,10.92
2019,7,9.9,76.2,0.25
2019,8,11.2,70.7,0
2019,9,13.4,61.6,0
2019,10,13,65.5,0
2019,11,11.2,75.6,0
2019,12,12.6,63,1.52
2019,13,11.1,80.6,0.25
2019,14,14,68.4,0.76
2019,15,13.8,76.6,1.78
2019,16,13.3,80.4,0
2019,17,13.4,71.1,0
2019,18,14.8,65.4,0
2019,19,12.3,46.4,0
2019,20,12.9,51.6,0
2019,21,12.6,44.8,0
2019,22,11.1,37.9,0
2019,23,8.7,39.2,0
2019,24,10,46.8,0
2019,25,11.1,46.1,0
2019,26,11.8,41.6,0
2019,27,12.3,41.9,0
2019,28,12.8,45.3,0
2019,29,14.5,44.7,0
2019,30,16.1,41.2,0
2019,31,15.3,46.3,0
2019,32,16.3,50.7,0
2019,33,17.2,56.5,0
2019,34,14.9,85.3,6.6
2019,35,14.3,73.9,0
2019,36,13.9,63,2.03
2019,37,9.6,42.1,0.76
2019,38,6.5,44.8,0
2019,39,8.7,47.5,0
2019,40,9,51.8,0
2019,41,8.6,52.4,0
2019,42,9.5,35.2,0
2019,43,9.7,43.5,0
2019,44,13.1,37.4,0
2019,45,13.9,71.7,2.03
2019,46,15,70.5,0.25
2019,47,12.2,47.4,0
2019,48,9.4,50,0
2019,49,9.2,58.3,1.27
2019,50,6.9,52.5,0
2019,51,7.1,41.2,0
2019,52,7.5,76.7,21.59
2019,53,5.4,90.1,9.4
2019,54,6.5,69.7,0
2019,55,8.5,57.1,0
2019,56,10.4,59.3,0
2019,57,13.1,51,0
2019,58,16.4,44.4,0
2019,59,16,49.7,0
2019,60,17.9,51.2,0
2019,61,17.9,53.6,0
2019,62,16.7,56,0
2019,63,16.3,52,0
2019,64,16.9,45.5,0
2019,65,21,31.4,0
2019,66,18.5,37.5,0
2019,67,16.4,38.9,0
2019,68,12.5,41.3,0
2019,69,13.8,43.5,0
2019,70,14.9,52.3,0.76
2019,71,12.4,81.6,10.67
2019,72,13.8,48.7,0
2019,73,11,39.8,0
2019,74,15.5,36.5,0
2019,75,19.5,30.1,0
2019,76,19.5,36.3,0
2019,77,19.4,42.6,0
2019,78,20.1,39.4,0
2019,79,21,32.1,0
2019,80,16.2,39.4,0
2019,81,15.2,42.7,0
2019,82,16.7,43.3,0
2019,83,18.3,36.1,0
2019,84,19.4,34.3,0
2019,85,20.8,35.1,0
2019,86,20.5,35.5,0
2019,87,20.3,35.9,0
2019,88,19.1,28.3,0
2019,89,19.4,26.6,0
2019,90,18.4,29.7,0
2019,91,19.5,27.4,0
2019,92,21.5,24.5,0
2019,93,19.8,32.8,0
2019,94,20.1,35.4,0
2019,95,19.8,32.9,0
2019,96,21,39.2,0
2019,97,22.4,36.2,0
2019,98,24.4,31.1,0
2019,99,25.8,25.5,0
2019,100,19.6,16.7,0
2019,101,18.8,19.4,0
2019,102,19.5,27,0
2019,103,18.1,41.4,0
2019,104,20.9,31.2,0
2019,105,22.9,26.6,0
2019,106,19.1,43.8,0.25
2019,107,18.5,56.1,0
2019,108,22.6,40,0
2019,109,25.6,31.3,0
2019,110,26.2,23.2,0
2019,111,24.5,22.5,0
2019,112,22.5,24.5,0
2019,113,22.4,32.8,0
2019,114,24.4,35.3,0
2019,115,26.7,27.3,0
2019,116,28.9,22.6,0
2019,117,28.3,18.2,0
2019,118,27.8,18.3,0
2019,119,24.9,29,1.02
2019,120,21.4,47.4,0
2019,121,23.2,34.7,0
2019,122,22.9,28.9,0
2019,123,23.9,30.4,0
2019,124,25.5,24.4,0
2019,125,26.1,21.4,0
2019,126,23.3,26.4,0
2019,127,20.4,43.1,0.51
2019,128,21.5,46.4,0.25
2019,129,23.8,39.1,0
2019,130,22.7,38.4,0
2019,131,23.2,35.4,0
2019,132,22.8,45.7,0
2019,133,24.7,42,0
2019,134,28.1,31,0
2019,135,28.7,26.6,0
2019,136,26.2,26.8,0
2019,137,21.1,25.9,0
2019,138,22.2,25.5,0
2019,139,22.4,28.6,0
2019,140,19.2,30,0
2019,141,20,33.8,0
2019,142,18.9,35,0
2019,143,18.4,43.9,1.02
2019,144,22,30.2,0
2019,145,24.3,24,0
2019,146,22.8,30.8,0
2019,147,21,30,0
2019,148,21,35.1,0
2019,149,23.3,35.7,0
2019,150,26,36.1,0
2019,151,27.7,29.5,0
2019,152,28.3,21.5,0
2019,153,28.1,29.7,0
2019,154,29.1,26.3,0
2019,155,28.9,22.1,0
2019,156,30.5,21.9,0
2019,157,31.4,20.7,0
2019,158,30.7,21.1,0
2019,159,28.7,22.1,0
2019,160,31,21.3,0
2019,161,32.9,21.5,0
2019,162,34.2,22.1,0
2019,163,32.8,20.1,0
2019,164,33,20.2,0
2019,165,31.8,15.7,0
2019,166,31.5,19.9,0
2019,167,32.2,19.8,0
2019,168,32.1,18,0
2019,169,31.1,17.4,0
2019,170,30.9,15.4,0
2019,171,31.2,15.5,0
2019,172,30.9,17.6,0
2019,173,30.3,23.2,0
2019,174,29.3,23.2,0
2019,175,29.2,24.1,0
2019,176,31.2,17.4,0
2019,177,31,20.9,0
2019,178,31.2,16.9,0
2019,179,33.5,15.7,0
2019,180,34.9,18.6,0
2019,181,35.8,17.2,0
2019,182,35.6,19.7,0
2019,183,34.1,19.9,0
2019,184,32.8,21.7,0
2019,185,32.2,18.5,0
2019,186,31.4,20.9,0
2019,187,32.4,20.5,0
2019,188,32.9,19.7,0
2019,189,30.6,15.4,0
2019,190,30.4,18.5,0
2019,191,34,19.9,0
2019,192,35.5,18.5,0
2019,193,36.4,21.1,0
2019,194,36.5,23.6,0
2019,195,35.9,28.7,0
2019,196,37.1,26.1,0
2019,197,37,22.2,0
2019,198,35.2,28.2,0
2019,199,34.6,21.7,0
2019,200,35.1,20.2,0
2019,201,34.9,17.4,0
2019,202,35.7,28.5,0
2019,203,34.4,34.5,0
2019,204,33.4,39.6,0
2019,205,33,43.1,1.52
2019,206,35.6,34.3,0
2019,207,37,28.3,0
2019,208,38,22.5,0
2019,209,37,25.1,0
2019,210,36.5,26.4,0
2019,211,33.3,41.9,0.25
2019,212,29.2,62,0
2019,213,33.1,47.7,0
2019,214,36,34.6,0
2019,215,35.8,33,0
2019,216,34.9,36.5,0.25
2019,217,36.4,30.6,0
2019,218,32.8,41.5,0
2019,219,33.6,39,0
2019,220,34.4,34.7,0
2019,221,33.1,36.9,0
2019,222,31.4,43.8,0
2019,223,32.7,39.7,0
2019,224,33.6,20,0
2019,225,33.5,24.4,0
2019,226,34,24.4,0
2019,227,34.7,22.5,0
2019,228,34.8,22,0
2019,229,34.8,27.2,0
2019,230,31.9,27.1,0
2019,231,32.5,25,0
2019,232,33.8,24.1,0
2019,233,34.8,20.4,0
2019,234,34.4,23.7,0
2019,235,34,31.5,0
2019,236,33,44.4,0
2019,237,33.1,44.4,0
2019,238,35.3,35.4,0
2019,239,36.8,29.3,0
2019,240,35.6,33.5,0.25
2019,241,32.3,48,0.51
2019,242,35.2,33.1,0
2019,243,34.6,31,0
2019,244,33.4,37.4,1.02
2019,245,33.3,38.8,0.25
2019,246,34.9,34,0
2019,247,35.3,31.8,0
2019,248,35.3,32.3,0
2019,249,35.4,31.5,0
2019,250,35.5,29.6,0
2019,251,32.7,38.7,0
2019,252,31.3,44.2,0
2019,253,31.4,44.5,0
2019,254,29.2,39.8,0
2019,255,30.6,33.2,0
2019,256,31,30.9,0
2019,257,31.4,34.7,0
2019,258,29.9,41.7,0
2019,259,30.2,41.3,0
2019,260,28.4,48.2,0
2019,261,30.3,37.1,0
2019,262,30.3,26.7,0
2019,263,27.1,24,0
2019,264,25.7,24.9,0
2019,265,26.9,28.9,0
2019,266,24.9,72.9,0.51
2019,267,24.3,61.7,0.25
2019,268,25.7,55.9,0
2019,269,24.4,70.6,0
2019,270,24.6,62.9,0.25
2019,271,26.8,51.4,0
2019,272,26.2,45.2,0
2019,273,24.6,32.3,0
2019,274,22.9,29.7,0
2019,275,23.7,36.1,0
2019,276,25.2,40.6,0
2019,277,26.1,45.2,0
2019,278,25,42.3,0
2019,279,24.2,35.5,0
2019,280,25.5,31.5,0
2019,281,25,34.9,0
2019,282,25.3,28.9,0
2019,283,23.5,24.2,0
2019,284,20.3,23.9,0
2019,285,22.1,30.5,0
2019,286,22.4,33,0
2019,287,23.1,40.6,0
2019,288,24.2,39.5,0
2019,289,24.7,33.8,0
2019,290,26.7,27,0
2019,291,23.2,31.5,0
2019,292,19.9,32.8,0
2019,293,20.4,25.8,0
2019,294,19.9,27.4,0
2019,295,21.1,33.6,0
2019,296,21.5,35.4,0
2019,297,21.1,27.9,0
2019,298,20.8,16.5,0
2019,299,18.9,30.9,0
2019,300,21.6,23.4,0
2019,301,17,21.4,0
2019,302,13.4,31.9,0
2019,303,13.7,13.6,0
2019,304,12.2,26.2,0
2019,305,14.1,31.8,0
2019,306,17.3,35.8,0
2019,307,18.4,37.1,0
2019,308,18.7,41.2,0
2019,309,20.4,39.8,0
2019,310,21,43.6,0.25
2019,311,20.3,50.7,0
2019,312,21,45.4,0
2019,313,19.9,43.8,0
2019,314,20.9,49.2,0
2019,315,20.5,44,0
2019,316,19.5,40.1,0
2019,317,17.3,41.5,0
2019,318,17.3,46.9,0
2019,319,17.9,46.9,0
2019,320,16.6,51.2,0
2019,321,17.3,47.3,0
2019,322,17.4,40.2,0
2019,323,16.1,57.8,6.1
2019,324,15.6,86.5,23.11
2019,325,12.2,87.5,10.41
2019,326,13,75,0
2019,327,13.1,66.2,0
2019,328,12.9,67,0
2019,329,12.6,66.9,0
2019,330,10.4,36.5,0
2019,331,11.4,58.7,0
2019,332,16.1,61,0
2019,333,11.1,69.7,24.38
2019,334,9,67,0
2019,335,10.1,59.7,0
2019,336,11.1,66.3,0
2019,337,12.6,66.8,0
2019,338,16.5,65.5,0
2019,339,15.1,72.5,0
2019,340,14.2,73.3,0
2019,341,14.2,76.8,2.79
2019,342,14.1,93.7,0.25
2019,343,13.6,84.7,0
2019,344,11.9,73.1,0
2019,345,12.1,70.9,0
2019,346,11.8,73.3,0
2019,347,12.1,74.5,0
2019,348,13.2,72.5,0
2019,349,12.1,58.2,0
2019,350,9.9,38.3,0
2019,351,9.6,24.4,0
2019,352,12.4,20.8,0
2019,353,8.9,44.9,0
2019,354,9.2,49.5,0
2019,355,11,47.1,0
2019,356,13.4,38.7,0
2019,357,14.2,38.5,0.51
2019,358,12.1,86.7,11.43
2019,359,9.6,87.2,7.62
2019,360,9,80.2,1.78
2019,361,8.6,87.8,1.78
2019,362,8.1,63.2,0
2019,363,4.8,63.5,0
2019,364,7.2,63.2,0
2019,365,9.5,57.2,0
2018,1,11.2,45.1,0
2018,2,13,38.9,0
2018,3,14.4,31.9,0
2018,4,16.2,34.2,0
2018,5,14.1,46,0
2018,6,15.2,42,0
2018,7,15.8,43.5,0
2018,8,15.4,47.7,0
2018,9,18.4,44,6.86
2018,10,12.9,77.8,1.78
2018,11,12.6,73.7,0
2018,12,12.9,67.9,0
2018,13,14,56.3,0
2018,14,14.1,49.8,0
2018,15,13.9,49.7,0
2018,16,15.4,40.9,0
2018,17,14.9,30.6,0
2018,18,13.5,42.5,0
2018,19,14.1,42.3,0
2018,20,12.5,45.2,0
2018,21,8.4,43,0
2018,22,7.7,45,0
2018,23,9.8,41.2,0
2018,24,12.1,31.2,0
2018,25,13.9,24.6,0
2018,26,12.1,39.2,0
2018,27,11.7,41.3,0
2018,28,15.3,28.9,0
2018,29,17.8,24.1,0
2018,30,15.8,30.2,0
2018,31,15.3,33,0
2018,32,15.3,33.7,0
2018,33,15.3,33.6,0
2018,34,15.2,35.6,0
2018,35,16,36.6,0
2018,36,16.4,37.4,0
2018,37,17.3,31.1,0
2018,38,15.7,29.4,0
2018,39,16.4,33.5,0
2018,40,16.1,32.9,0
2018,41,17.9,23.9,0
2018,42,17.1,24.1,0
2018,43,14.8,52,0
2018,44,17.2,51.7,0
2018,45,12.2,81.2,8.13
2018,46,14.3,80.6,0.76
2018,47,14.3,67.7,0
2018,48,14.2,67.3,0
2018,49,15.6,60.2,0
2018,50,14.6,45.5,0
2018,51,8.5,28.8,0
2018,52,8.7,33.5,0
2018,53,9.1,32.3,0
2018,54,9.4,44.7,0
2018,55,8.4,40.1,0
2018,56,8.7,37.3,0
2018,57,10,36.1,0
2018,58,11.8,43,5.59
2018,59,9.9,65.8,0
2018,60,11.8,53,0
2018,61,14,44.8,0.76
2018,62,15.5,35.8,0
